=== Cargo Screen Log Started ===
[12:03:31] [I] cargoScreen: onCargoGenerated called: cargoId=18, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=887, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=888, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=889, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=890, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=891, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=892, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=893, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=894, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=895, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=896, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=897, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=898, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=899, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=900, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=901, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=902, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=903, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=904, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=905, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=906, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=907, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=908, origin.facId=firwoodSupply
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=909, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=910, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=911, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=912, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=913, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=914, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=915, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=916, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=917, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=918, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=919, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=920, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=921, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=922, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=923, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=924, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=925, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=926, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=927, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=928, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=929, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=930, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=931, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=932, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=933, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=934, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=935, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=936, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=937, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=938, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=939, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=940, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=941, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=942, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=943, origin.facId=sawmill
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=944, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=945, origin.facId=cityCommercial_parking1
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=946, origin.facId=cityCommercial_parking1
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=947, origin.facId=cityCommercial_parking1
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=948, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=949, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=950, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=951, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=952, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=953, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=954, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=955, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=956, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=957, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=958, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=959, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=960, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=961, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=962, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=963, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=964, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=965, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=966, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=967, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=968, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=969, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=970, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=971, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=972, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=973, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=974, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=975, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=976, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=977, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=978, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=979, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=980, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=981, origin.facId=cityCommercial_parking5
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=982, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=983, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=984, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=985, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=986, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=987, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=988, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=989, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=990, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=991, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=992, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=993, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=994, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=995, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=996, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=997, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=998, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=999, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1000, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1001, origin.facId=cityCommercial_parking2
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1002, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1003, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1004, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1005, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1006, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1007, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1008, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1009, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1010, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1011, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1012, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1013, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1014, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1015, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1016, origin.facId=coastWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1017, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1018, origin.facId=smithsAutoRepair
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1019, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1020, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1021, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1022, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1023, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1024, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1025, origin.facId=port
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1026, origin.facId=watchtowerInn
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1027, origin.facId=watchtowerInn
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1028, origin.facId=watchtowerInn
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1029, origin.facId=watchtowerInn
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1030, origin.facId=watchtowerInn
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1031, origin.facId=watchtowerInn
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1032, origin.facId=kikisDiner
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1033, origin.facId=watchtowerInn
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1034, origin.facId=bigWarehouse
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
[12:05:11] [I] cargoScreen: onCargoGenerated called: cargoId=1035, origin.facId=freshFish
[12:05:11] [I] cargoScreen: onCargoGenerated: cargoOverviewScreenOpen is false, returning
